title,domestic_revenue,world_revenue,distributor,opening_revenue,opening_theaters,budget,MPAA,genres,release_days
Linda Ronstadt: The Sound of My Voice,"$4,252,248","$4,252,248",Greenwich Entertainment,"$113,235",7,N/A,PG-13,"Biography,Documentary,Music",158
The Women's Balcony,"$1,200,885","$1,272,517",Menemsha Films,"$16,620",2,N/A,N/A,"Comedy,Drama",308
The Biggest Little Farm,"$4,366,949","$5,245,324",Neon,"$110,492",5,N/A,PG,Documentary,277
Brian Banks,"$4,376,819","$4,376,819",Bleecker Street Media,"$2,156,272","1,240",N/A,PG-13,"Biography,Drama,Sport",186
Amazing Grace,"$4,450,456","$7,771,312",Neon,"$57,353",3,N/A,G,"Documentary,Music",431
Dr. Seuss' The Grinch,"$270,620,950","$511,595,957",Universal Pictures,"$67,572,855","4,141","$75,000,000",PG,"Animation,Family,Fantasy",459
Menteur,"$4,697,364","$4,697,364",Entertainment One,"$607,229",89,N/A,N/A,Comedy,214
War,"$4,654,000","$67,179,155",Yash Raj Films,"$1,607,627",305,"$21,000,000",N/A,"Action,Thriller",132
Cold War,"$4,580,048","$20,285,066",Amazon Studios,"$54,353",3,N/A,R,"Drama,History,Music,Romance",417
The Last Black Man in San Francisco,"$4,515,719","$4,607,017",A24,"$235,272",7,N/A,R,Drama,249
Bring The Soul: The Movie,"$4,809,800","$11,393,886",Trafalgar Releasing,"$2,296,491",873,N/A,N/A,"Documentary,Music",188
Tolkien,"$4,535,154","$9,090,040",Fox Searchlight Pictures,"$2,200,537","1,495",N/A,PG-13,"Biography,Drama,History,War",277
The Sun Is Also a Star,"$4,950,029","$6,750,029",Warner Bros.,"$2,511,530","2,073",N/A,PG-13,"Drama,Music,Romance",270
Pavarotti,"$4,600,249","$7,885,016",CBS Films,"$144,032",19,N/A,PG-13,"Biography,Documentary,Music",249
The Mustang,"$5,043,620","$6,405,816",Focus Features,"$71,657",4,N/A,R,Drama,333
The Oscar Nominated Short Films 2019: Documentary,"$3,531,094","$3,538,550",Shorts International,"$938,455",270,N/A,N/A,Documentary,368
Don't Let Go,"$5,215,062","$5,288,011",OTL Releasing,"$2,338,669",922,"$5,000,000",R,"Drama,Horror,Mystery,Thriller",165
The Goldfinch,"$5,332,621","$10,537,581",Warner Bros.,"$2,679,027","2,542","$45,000,000",R,Drama,151
The Sense of an Ending,"$1,274,420","$5,081,495",CBS Films,"$39,692",4,N/A,PG-13,"Drama,Mystery",297
Churchill,"$1,281,258","$6,724,365",Cohen Media Group,"$408,891",215,N/A,PG,"Biography,Drama,History,War",213
My Friend Dahmer,"$1,361,611","$1,436,751",FilmRise,"$35,545",4,N/A,R,"Biography,Drama",424
Personal Shopper,"$1,305,195","$2,840,408",IFC Films,"$79,175",4,N/A,R,"Drama,Horror,Mystery,Thriller",297
Wonder Wheel,"$1,404,061","$15,889,124",Amazon Studios,"$125,570",5,N/A,PG-13,Drama,396
Julieta,"$1,490,948","$22,468,044",Sony Pictures Classics,"$64,044",6,N/A,R,"Drama,Mystery,Romance",376
Toni Erdmann,"$1,479,387","$11,784,207",Sony Pictures Classics,"$15,972",3,N/A,R,"Comedy,Drama",372
Jane,"$1,723,379","$1,921,221",Abramorama,"$58,348",3,N/A,PG,"Biography,Documentary",438
Mully,"$1,489,771","$1,489,771",Fathom Events,N/A,N/A,N/A,N/A,"Adventure,Biography,Documentary,Drama,Family",90
Inhumans,"$1,521,787","$2,852,282",IMAX,"$1,135,440",393,N/A,N/A,"Action,Adventure,Sci-Fi",122
Twins 2,"$1,431,255","$28,733,523",FIP,"$638,045",192,N/A,N/A,"Action,Comedy",94
The Dinner,"$1,323,312","$2,544,921",The Orchard,"$653,944",505,N/A,R,"Crime,Drama,Thriller",241
The Wedding Plan,"$1,412,404","$1,542,345",Roadside Attractions,"$31,658",8,N/A,PG,"Comedy,Romance",234
Genesis: Paradise Lost,"$1,575,000","$1,575,000",Fathom Events,"$131,074",N/A,N/A,PG,Documentary,53
The Stray,"$1,579,440","$1,579,440",Purdie Distribution,"$596,547",640,N/A,PG,"Drama,Family",91
Professor Marston & the Wonder Women,"$1,584,759","$1,899,615",Annapurna Pictures,"$736,883","1,229",N/A,R,"Biography,Drama",84
Sword Art Online The Movie: Ordinal Scale,"$1,522,976","$29,322,339",Eleven Arts,"$196,454",578,N/A,N/A,"Action,Adventure,Animation,Fantasy,Sci-Fi",298
Youth,"$1,891,956","$227,091,290",China Lion Film Distribution,"$338,604",30,N/A,N/A,"Drama,Romance,War",382
A Ghost Story,"$1,596,371","$1,951,683",A24,"$104,030",4,"$100,000",R,"Drama,Fantasy,Romance",178
Elle,"$2,341,534","$12,748,594",Sony Pictures Classics,"$50,934",2,N/A,R,"Crime,Drama,Thriller",416
The Comedian,"$1,659,002","$1,659,002",Sony Pictures Classics,"$10,723",2,N/A,R,"Comedy,Drama",388
Jolly LLB 2,"$1,654,254","$24,214,186",FIP,"$774,355",173,N/A,N/A,"Comedy,Drama",325
Arctic Dogs,"$5,801,249","$9,679,760",Entertainment Studios Motion Pictures,"$2,901,335","2,844",N/A,PG,"Adventure,Animation,Comedy,Family",102
Gully Boy,"$5,566,534","$28,141,995",Viva Pictures Distribution,"$2,045,068",258,N/A,N/A,"Drama,Music",362
A Taxi Driver,"$1,527,829","$86,252,940",Well Go USA Entertainment,"$331,854",41,N/A,N/A,"Action,Drama,History",143
Captive State,"$5,958,315","$8,772,812",Focus Features,"$3,131,525","2,548",N/A,PG-13,"Drama,Horror,Sci-Fi,Thriller",333
The Wandering Earth,"$5,875,487","$699,760,773",CMC Pictures,"$1,685,287",64,N/A,N/A,"Action,Drama,Sci-Fi",371
Jexi,"$6,546,159","$8,788,937",Lionsgate,"$3,106,730","2,332",N/A,R,Comedy,123
Run the Race,"$6,424,420","$6,424,420",Roadside Attractions,"$2,161,480",853,N/A,PG,"Drama,Sport",354
The Current War: Director's Cut,"$5,979,540","$11,517,652",101 Studios,"$2,633,717","1,022",N/A,PG-13,"Biography,Drama,History",109
Mary Queen of Scots,"$16,468,499","$46,710,283",Focus Features,"$194,777",4,N/A,R,"Biography,Drama,History",390
Free Solo,"$17,541,090","$29,318,861",National Geographic Entertainment,"$294,288",4,N/A,PG-13,"Adventure,Documentary,Sport",501
Gloria Bell,"$5,611,123","$11,145,006",A24,"$145,218",5,N/A,R,"Comedy,Drama,Romance",340
Jab Harry Met Sejal,"$1,664,648","$4,407,775",Yash Raj Films,"$1,284,740",280,N/A,N/A,"Comedy,Drama,Romance",150
Slamma Jamma,"$1,687,000","$1,687,000",River Rain Productions,"$1,687,000",502,N/A,PG,"Drama,Sport",283
Brittany Runs a Marathon,"$7,189,808","$7,442,106",Amazon Studios,"$180,711",5,N/A,R,"Comedy,Drama",172
Penguins,"$7,699,452","$7,699,452",Walt Disney Studios Motion Pictures,"$2,282,593","1,815",N/A,G,"Documentary,Family",300
The Dead Don't Die,"$6,563,605","$14,502,830",Focus Features,"$2,540,240",613,N/A,R,"Comedy,Fantasy,Horror",242
Goodbye Christopher Robin,"$1,735,251","$7,401,949",Fox Searchlight Pictures,"$57,917",9,N/A,PG,"Biography,Drama",84
The Post,"$81,903,458","$179,769,457",Twentieth Century Fox,"$526,011",9,"$50,000,000",PG-13,"Biography,Drama,History,Thriller",375
Menashe,"$1,703,036","$1,962,265",A24,"$62,078",3,N/A,PG,Drama,157
Toilet: A Love Story,"$1,830,715","$17,567,417",Reliance Big Pictures,"$678,436",178,N/A,N/A,"Comedy,Drama",143
The Last Word,"$1,783,421","$2,982,004",Bleecker Street Media,"$31,630",4,N/A,R,"Comedy,Drama",304
Badrinath Ki Dulhania,"$1,993,259","$26,134,309",FIP,"$862,008",152,N/A,N/A,"Comedy,Drama,Romance",297
Everybody Loves Somebody,"$1,915,789","$6,481,798",Pantelion Films,"$924,201",333,N/A,PG-13,"Comedy,Romance",318
Free Fire,"$1,799,312","$3,719,383",A24,"$994,431","1,070",N/A,R,"Action,Comedy,Crime,Thriller",255
The Wall,"$1,803,064","$4,476,705",Roadside Attractions,"$897,955",540,N/A,R,"Action,Drama,Thriller,War",234
The Little Hours,"$1,647,175","$1,647,175",Gunpowder & Sky,"$56,676",2,N/A,R,"Comedy,Romance",185
Brad's Status,"$2,133,158","$3,816,527",Annapurna Pictures,"$89,921",4,N/A,R,"Comedy,Drama,Music",108
The Patriarch,"$2,156,047","$6,156,936",Pantelion Films,"$978,894",312,N/A,PG-13,Comedy,339
Serenity,"$8,547,045","$14,454,622",Aviron Pictures,"$4,415,403","2,561",N/A,R,"Drama,Mystery,Thriller",382
"Where'd You Go, Bernadette","$9,198,356","$10,411,096",United Artists Releasing,"$3,462,308","2,404",N/A,PG-13,"Comedy,Drama,Mystery",179
No Manches Frida 2,"$9,270,920","$26,493,648",Pantelion Films,"$3,831,401",472,N/A,R,Comedy,333
Good Time,"$2,026,499","$3,283,369",A24,"$125,101",4,N/A,R,"Crime,Drama,Thriller",147
Paterson,"$2,152,738","$9,588,282",Bleecker Street Media,"$69,335",4,N/A,R,"Comedy,Drama,Romance",369
Apollo 11,"$9,039,891","$15,342,353",Neon,"$1,607,040",120,N/A,G,"Documentary,History",347
A Quiet Passion,"$1,865,396","$4,159,246",Music Box Films,"$45,825",6,N/A,PG-13,"Biography,Drama",262
Black Christmas,"$10,429,730","$18,529,730",Universal Pictures,"$4,240,245","2,625","$5,000,000",PG-13,"Horror,Mystery,Thriller",60
The Best of Enemies,"$10,205,616","$10,209,813",STX Entertainment,"$4,446,190","1,705","$10,000,000",PG-13,"Biography,Drama,History",312
Greta,"$10,532,219","$18,653,107",Focus Features,"$4,481,910","2,411",N/A,R,"Drama,Mystery,Thriller",347
Motherless Brooklyn,"$9,277,736","$18,377,736",Warner Bros.,"$3,500,454","1,342","$26,000,000",R,"Crime,Drama,Mystery",102
Holmes & Watson,"$30,573,626","$40,466,970",Sony Pictures Releasing,"$7,411,522","2,776","$42,000,000",PG-13,"Comedy,Crime,Mystery",413
Dark Waters,"$11,136,084","$12,965,055",Focus Features,"$102,606",4,N/A,PG-13,"Biography,Drama,History,Thriller",81
Hotel Mumbai,"$9,651,611","$21,314,816",Bleecker Street Media,"$88,065",4,N/A,R,"Drama,History,Thriller",326
The Lighthouse,"$10,867,104","$16,767,104",A24,"$427,797",8,N/A,R,"Drama,Fantasy,Horror,Mystery",116
Blinded by the Light,"$11,901,145","$18,019,198",Warner Bros.,"$4,333,305","2,307",N/A,PG-13,"Comedy,Drama,Music",179
The Lovers,"$2,194,521","$2,216,083",A24,"$66,286",4,N/A,R,"Comedy,Drama,Romance",241
Collide,"$2,280,004","$6,817,535",Open Road Films (II),"$1,512,824","2,045",N/A,PG-13,"Action,Crime,Thriller",311
The Killing of a Sacred Deer,"$2,291,901","$7,027,336",A24,"$115,120",4,N/A,R,"Drama,Horror,Mystery,Thriller",77
The Resurrection of Gavin Stone,"$2,303,792","$2,308,355",BH Tilt,"$1,206,771",890,N/A,PG,"Comedy,Drama,Family,Romance",346
Jeepers Creepers III,"$2,335,162","$4,017,852",Screen Media Films,"$19,151",10,N/A,N/A,"Action,Horror,Mystery,Thriller",97
The Salesman,"$2,402,067","$6,953,604",Cohen Media Group,"$71,078",3,N/A,PG-13,"Drama,Thriller",339
Pokémon the Movie: I Choose You!,"$2,401,722","$37,552,144",Fathom Events,N/A,N/A,N/A,N/A,"Action,Adventure,Animation,Family,Fantasy",61
"I, Tonya","$30,014,539","$53,939,297",Neon,"$264,155",4,N/A,R,"Biography,Comedy,Drama,Sport",389
Tulip Fever,"$2,455,635","$9,204,549",The Weinstein Company,"$1,158,017",765,N/A,R,"Drama,History,Romance",126
LBJ,"$2,470,979","$2,510,151",Electric Entertainment,"$1,110,565",659,N/A,R,"Biography,Drama,History",63
Do It Like An Hombre,"$2,534,252","$13,610,252",Pantelion Films,"$1,174,484",382,N/A,R,Comedy,122
IN OUR HANDS: Battle for Jerusalem,"$2,534,370","$2,534,370",Fathom Events,N/A,N/A,N/A,N/A,Documentary,223
Disney's Newsies: The Broadway Musical!,"$2,545,060","$2,545,060",Fathom Events,"$1,333,538",780,N/A,PG,Musical,317
T2 Trainspotting,"$2,402,004","$41,681,746",TriStar Pictures,"$170,575",5,"$18,000,000",R,Drama,290
A Question of Faith,"$2,587,072","$2,587,072",Pure Flix Entertainment,"$1,025,489",661,N/A,PG,Drama,98
Showtime Championship Boxing: Floyd Mayweather vs. Conor McGregor,"$2,620,183","$3,184,384",Fathom Events,"$2,620,183",532,N/A,N/A,Sport,128
Is Genesis History?,"$2,570,392","$2,570,392",Fathom Events,"$774,210",N/A,N/A,N/A,Documentary,312
My Cousin Rachel,"$2,716,368","$9,200,168",Fox Searchlight Pictures,"$969,941",523,N/A,PG-13,"Drama,Mystery,Romance",206
Wolf Warrior 2,"$2,721,100","$870,325,439",The H Collective,"$219,022",53,"$30,100,000",N/A,"Action,Drama,Thriller,War",157
Hacksaw Ridge,"$67,209,615","$180,450,918",Lionsgate,"$15,190,758","2,886","$40,000,000",R,"Biography,Drama,History,War",423
After,"$12,138,565","$69,733,482",Aviron Pictures,"$6,002,349","2,138","$14,000,000",PG-13,"Drama,Romance",305
The Kitchen,"$12,180,032","$15,980,032",Warner Bros.,"$5,527,410","2,745","$38,000,000",R,"Action,Crime,Drama",186
They Shall Not Grow Old,"$17,956,913","$19,130,011",Warner Bros.,N/A,N/A,N/A,R,"Documentary,History,War",421
If Beale Street Could Talk,"$14,915,773","$20,596,567",Annapurna Pictures,"$224,476",4,N/A,R,"Drama,Romance",424
Poms,"$13,631,124","$16,418,218",STX Entertainment,"$5,361,937","2,750",N/A,PG-13,"Comedy,Drama,Sport",277
A Star Is Born,"$215,288,866","$436,188,866",Warner Bros.,"$42,908,051","3,686","$36,000,000",R,"Drama,Music,Romance",494
The Prodigy,"$14,856,291","$21,150,265",Orion Pictures,"$5,853,061","2,530","$6,000,000",R,"Horror,Thriller",368
Miss Bala,"$15,006,824","$15,383,580",Sony Pictures Releasing,"$6,864,744","2,203","$15,000,000",PG-13,"Action,Crime,Drama,Thriller",375
Late Night,"$15,499,454","$22,386,555",Amazon Studios,"$246,305",4,N/A,R,"Comedy,Drama",249
Second Act,"$39,282,227","$72,282,227",STX Entertainment,"$6,489,983","2,607","$16,000,000",PG-13,"Comedy,Drama,Romance",417
The Good Liar,"$17,156,058","$33,456,058",Warner Bros.,"$5,605,051","2,439","$10,000,000",R,"Crime,Drama,Mystery,Thriller",88
Brightburn,"$17,300,439","$32,893,421",Screen Gems,"$7,845,658","2,607","$6,000,000",R,"Drama,Horror,Mystery,Sci-Fi",263
Charlie's Angels,"$17,803,077","$70,960,003",Sony Pictures Releasing,"$8,351,109","3,452","$48,000,000",PG-13,"Action,Adventure,Comedy",88
Richard Jewell,"$22,345,542","$35,645,542",Warner Bros.,"$4,705,265","2,502",N/A,R,"Biography,Crime,Drama",60
Bombshell,"$31,285,041","$48,244,080",Lionsgate,"$319,157",4,N/A,R,"Biography,Drama",60
Missing Link,"$16,649,539","$26,249,469",United Artists Releasing,"$5,944,950","3,413",N/A,PG,"Adventure,Animation,Comedy,Family,Fantasy",305
The Kid Who Would Be King,"$16,790,790","$32,140,970",Twentieth Century Fox,"$7,173,887","3,521",N/A,PG,"Action,Adventure,Family,Fantasy",382
The Farewell,"$17,695,781","$22,082,138",A24,"$355,662",4,N/A,PG,"Comedy,Drama",214
Unplanned,"$19,005,109","$21,051,915",Pure Flix Entertainment,"$6,382,298","1,059","$6,000,000",R,"Biography,Drama",319
Cats,"$27,154,915","$71,954,915",Universal Pictures,"$6,619,870","3,380","$95,000,000",PG,"Comedy,Drama,Family,Fantasy,Musical",53
UglyDolls,"$20,150,241","$32,450,241",STX Entertainment,"$8,603,407","3,652",N/A,PG,"Adventure,Animation,Comedy,Family,Fantasy,Musical",284
The Peanut Butter Falcon,"$20,457,151","$22,355,100",Roadside Attractions,"$204,793",17,N/A,PG-13,"Adventure,Comedy,Drama,Sport",186
Doctor Strange,"$232,641,920","$677,718,395",Walt Disney Studios Motion Pictures,"$85,058,311","3,882","$165,000,000",PG-13,"Action,Adventure,Fantasy,Sci-Fi",423
The Favourite,"$34,366,783","$95,918,706",Fox Searchlight Pictures,"$422,410",4,N/A,R,"Biography,Comedy,Drama,History",445
Leap!,"$2,844,490","$84,197,417",Entertainment One,"$181,091",77,N/A,PG,"Adventure,Animation,Comedy,Family,Music",311
Ingrid Goes West,"$3,024,308","$3,146,831",Neon,"$135,301",3,N/A,R,"Comedy,Drama",143
Colossal,"$3,029,287","$4,531,320",Neon,"$120,226",4,N/A,R,"Comedy,Drama,Fantasy,Sci-Fi,Thriller",269
Close Encounters of the Third Kind,"$3,100,479","$3,100,479",Sony Pictures Releasing,"$1,767,758",901,"$20,000,000",N/A,"Drama,Sci-Fi",122
Raees,"$3,262,954","$8,428,190",Zee TV,"$1,798,379",265,N/A,N/A,"Action,Crime,Drama",341
Til Death Do Us Part,"$3,455,267","$3,455,267",Novus,"$1,527,289",562,N/A,PG-13,Thriller,98
An Inconvenient Sequel: Truth to Power,"$3,496,795","$5,433,926",Paramount Pictures,"$124,823",4,"$1,000,000",PG,Documentary,157
The Oscar Nominated Short Films 2017: Live Action,"$2,835,355","$2,877,797",Shorts International,"$692,399",206,N/A,N/A,Drama,325
Trolls,"$153,707,064","$346,864,462",Twentieth Century Fox,"$46,581,142","4,060","$125,000,000",PG,"Adventure,Animation,Comedy,Family,Fantasy,Musical",423
Kedi,"$2,835,047","$5,037,923",Oscilloscope,"$40,103",1,N/A,N/A,Documentary,329
Phoenix Forgotten,"$3,600,146","$3,600,146",Cinelou Films,"$1,816,499","1,626","$2,800,000",PG-13,"Horror,Mystery,Sci-Fi,Thriller",255
Their Finest,"$3,603,484","$12,597,262",STX Entertainment,"$76,197",4,N/A,R,"Comedy,Drama,Romance,War",269
Table 19,"$3,614,896","$5,042,014",Fox Searchlight Pictures,"$1,597,928",868,N/A,PG-13,"Comedy,Drama,Romance",304
A Monster Calls,"$3,740,823","$47,309,313",Focus Features,"$30,909",4,N/A,PG-13,"Animation,Drama,Fantasy",374
Friend Request,"$3,759,078","$10,975,390",Entertainment Studios Motion Pictures,"$2,002,863","2,573","$9,900,000",R,"Horror,Mystery,Thriller",105
Norman,"$3,814,868","$6,217,567",Sony Pictures Classics,"$99,211",5,N/A,R,"Drama,Thriller",262
A United Kingdom,"$3,902,185","$14,459,330",Fox Searchlight Pictures,"$66,510",4,N/A,PG-13,"Biography,Drama,Romance",325
Sleight,"$3,986,245","$3,989,705",BH Tilt,"$1,701,785",565,"$250,000",R,"Action,Drama,Sci-Fi,Thriller",248
Dangal,"$12,391,761","$303,723,636",UTV Motion Pictures,"$3,248,481",331,N/A,N/A,"Action,Biography,Drama,Sport",376
The Hero,"$4,077,333","$4,101,699",The Orchard,"$45,317",4,N/A,R,"Drama,Romance,Western",206
Stronger,"$4,211,129","$8,503,658",Roadside Attractions,"$1,611,040",573,N/A,R,"Biography,Drama",105
The Book of Henry,"$4,504,974","$4,596,705",Focus Features,"$1,424,540",579,N/A,PG-13,"Crime,Drama,Thriller",199
Jojo Rabbit,"$30,397,965","$74,650,558",Fox Searchlight Pictures,"$349,555",5,N/A,PG-13,"Comedy,Drama,War",116
Shaft,"$21,360,215","$21,360,215",Warner Bros.,"$8,901,419","2,952",N/A,R,"Action,Comedy,Crime",242
Hellboy,"$21,903,748","$44,664,690",Lionsgate,"$12,045,147","3,303","$50,000,000",R,"Action,Adventure,Fantasy,Horror,Sci-Fi",305
Black and Blue,"$22,055,313","$22,741,061",Screen Gems,"$8,376,846","2,062","$12,000,000",R,"Action,Crime,Drama,Thriller",109
47 Meters Down: Uncaged,"$22,260,900","$46,783,103",Entertainment Studios Motion Pictures,"$8,427,265","2,853","$12,000,000",PG-13,"Adventure,Drama,Horror,Thriller",179
Stuber,"$22,370,452","$32,390,945",Twentieth Century Fox,"$8,225,384","3,050",N/A,R,"Action,Comedy,Crime,Thriller",214
Parasite,"$36,032,519","$165,922,541",Neon,"$393,216",3,N/A,R,"Comedy,Crime,Drama,Thriller",123
Booksmart,"$22,680,962","$24,863,452",United Artists Releasing,"$6,933,620","2,505",N/A,R,Comedy,263
A Dog's Journey,"$22,782,371","$75,602,573",Universal Pictures,"$8,030,085","3,267",N/A,PG,"Comedy,Drama,Family,Fantasy",270
On the Basis of Sex,"$24,622,687","$38,673,750",Focus Features,"$686,355",33,N/A,PG-13,"Biography,Drama",413
Fighting with My Family,"$22,958,886","$40,795,185",Metro-Goldwyn-Mayer (MGM),"$138,780",4,N/A,PG-13,"Biography,Comedy,Drama,Sport",362
Judy,"$24,193,742","$39,635,037",Roadside Attractions,"$2,916,548",461,N/A,PG-13,"Biography,Drama,Romance",137
Uncut Gems,"$49,315,235","$49,315,235",A24,"$537,242",5,N/A,R,"Crime,Drama,Thriller",60
Countdown,"$25,621,766","$46,121,766",STX Entertainment,"$8,865,082","2,675","$6,500,000",PG-13,"Horror,Thriller",109
The Art of Racing in the Rain,"$26,395,642","$33,766,787",Twentieth Century Fox,"$8,137,584","2,765",N/A,PG,"Comedy,Drama,Romance,Sport",186
Ralph Breaks the Internet,"$201,091,711","$529,323,962",Walt Disney Studios Motion Pictures,"$56,237,634","4,017","$175,000,000",PG,"Adventure,Animation,Comedy,Family,Fantasy",447
Bohemian Rhapsody,"$216,428,042","$903,655,259",Twentieth Century Fox,"$51,061,119","4,000","$52,000,000",PG-13,"Biography,Drama,Music",466
Midsommar,"$27,426,361","$42,251,838",A24,"$6,560,030","2,707",N/A,R,"Drama,Horror,Mystery,Thriller",223
21 Bridges,"$28,539,757","$48,939,757",STX Entertainment,"$9,261,268","2,665","$33,000,000",R,"Action,Crime,Drama,Thriller",81
Tiger Zinda Hai,"$5,560,921","$87,320,000",Yash Raj Films,"$1,787,108",299,"$20,470,000",N/A,"Action,Adventure,Thriller",375
Vice,"$47,836,282","$76,073,488",Annapurna Pictures,"$7,768,371","2,442",N/A,R,"Biography,Comedy,Drama",413
Happy Death Day 2U,"$28,148,130","$64,600,152",Universal Pictures,"$9,497,665","3,207","$9,000,000",PG-13,"Comedy,Horror,Mystery,Sci-Fi,Thriller",363
Ready or Not,"$28,714,231","$57,615,777",Fox Searchlight Pictures,"$8,015,590","2,855","$6,000,000",R,"Comedy,Horror,Mystery,Thriller",174
Call Me by Your Name,"$18,095,701","$41,887,595",Sony Pictures Classics,"$412,932",4,N/A,R,"Drama,Romance",403
A Beautiful Planet,"$15,633,681","$25,681,505",IMAX,"$223,983",137,N/A,N/A,Documentary,"1,383"
Office Christmas Party,"$54,767,494","$114,501,299",Paramount Pictures,"$16,890,204","3,210","$45,000,000",R,Comedy,388
Your Name.,"$5,017,246","$358,922,706",FUNimation Entertainment,"$1,813,781",311,N/A,PG,"Animation,Drama,Fantasy,Romance",269
The Florida Project,"$5,904,366","$10,971,298",A24,"$157,553",4,N/A,R,Drama,452
Molly's Game,"$28,780,744","$59,284,015",STX Entertainment,"$2,349,967",271,N/A,R,"Biography,Crime,Drama",372
20th Century Women,"$5,664,764","$7,214,806",A24,"$111,200",4,N/A,R,"Comedy,Drama",369
The Man Who Invented Christmas,"$5,676,486","$8,096,007",Bleecker Street Media,"$1,357,129",626,N/A,PG,"Biography,Comedy,Drama",405
Paris Can Wait,"$5,617,731","$13,203,541",Sony Pictures Classics,"$98,850",4,N/A,PG,"Comedy,Drama,Romance",234
Suburbicon,"$5,775,178","$12,751,667",Paramount Pictures,"$2,840,246","2,046",N/A,R,"Comedy,Crime,Drama,Mystery,Thriller",70
Just Getting Started,"$6,069,605","$7,634,022",Broad Green Pictures,"$3,201,459","2,161","$22,000,000",PG-13,"Action,Comedy",389
Loving Vincent,"$6,735,118","$42,187,665",Good Deed Entertainment,"$23,180",1,N/A,PG-13,"Animation,Biography,Crime,Drama,Mystery",466
Lowriders,"$6,303,560","$6,312,033",BH Tilt,"$2,403,885",295,N/A,PG-13,"Adventure,Crime,Drama",234
Collateral Beauty,"$31,016,021","$88,528,280",Warner Bros.,"$7,102,085","3,028","$36,000,000",PG-13,"Drama,Romance",381
All Saints,"$5,802,208","$5,942,565",Affirm Films,"$1,514,278",846,"$2,000,000",PG,Drama,129
Same Kind of Different as Me,"$6,423,605","$6,423,605",Pure Flix Entertainment,"$2,591,985","1,362",N/A,PG-13,"Biography,Drama",438
The Snowman,"$6,700,035","$43,155,261",Universal Pictures,"$3,372,565","1,812","$35,000,000",R,"Crime,Drama,Mystery,Thriller",77
Child's Play,"$29,208,403","$44,902,237",United Artists Releasing,"$14,094,594","3,007","$10,000,000",R,"Horror,Sci-Fi",235
Spies in Disguise,"$64,969,304","$163,404,089",Twentieth Century Fox,"$13,354,798","3,502",N/A,PG,"Action,Adventure,Animation,Comedy,Family,Sci-Fi",48
Long Shot,"$30,316,271","$53,856,078",Lionsgate,"$9,740,064","3,230",N/A,R,"Comedy,Romance",284
Dragon Ball Super: Broly,"$30,712,119","$115,560,610",FUNimation Entertainment,"$9,816,197","1,238",N/A,PG,"Action,Adventure,Animation,Family,Fantasy,Sci-Fi",391
Overcomer,"$34,746,945","$38,026,103",Affirm Films,"$8,146,533","1,723","$5,000,000",PG,"Drama,Sport",172
Doctor Sleep,"$31,581,712","$72,281,712",Warner Bros.,"$14,114,124","3,855",N/A,R,"Drama,Fantasy,Horror,Thriller",95
Cold Pursuit,"$32,138,862","$76,419,755",Lionsgate,"$11,030,233","2,630",N/A,R,"Action,Crime,Drama,Thriller",368
Maudie,"$6,170,998","$9,733,932",Sony Pictures Classics,"$45,920",4,N/A,PG-13,"Biography,Drama,Romance",266
The Hustle,"$35,417,038","$95,017,038",United Artists Releasing,"$13,007,709","3,007",N/A,PG-13,"Comedy,Crime",277
The Intruder,"$35,419,122","$36,599,361",Screen Gems,"$10,855,054","2,222","$8,000,000",PG-13,"Drama,Horror,Mystery,Thriller",284
Little Women,"$102,961,255","$178,027,844",Sony Pictures Releasing,"$16,755,310","3,308","$40,000,000",PG,"Drama,Romance",48
Crawl,"$39,014,193","$91,542,097",Paramount Pictures,"$12,005,210","3,170","$13,500,000",R,"Drama,Horror,Thriller",214
The Mule,"$103,804,407","$174,804,407",Warner Bros.,"$17,509,431","2,588","$50,000,000",R,"Crime,Drama,Thriller",424
Breakthrough,"$40,713,082","$50,444,358",Twentieth Century Fox,"$11,282,333","2,824","$14,000,000",PG,"Biography,Drama",300
Last Christmas,"$35,150,750","$121,550,750",Universal Pictures,"$11,441,055","3,448","$25,000,000",PG-13,"Comedy,Drama,Romance",95
Queen & Slim,"$43,808,310","$45,342,367",Universal Pictures,"$11,890,490","1,690",N/A,R,Drama,76
Birth of the Dragon,"$6,901,965","$7,215,027",BH Tilt,"$2,702,430","1,618",N/A,PG-13,"Action,Biography,Drama",129
Little,"$40,860,481","$48,987,096",Universal Pictures,"$15,405,455","2,667","$20,000,000",PG-13,"Comedy,Fantasy,Romance",305
The Angry Birds Movie 2,"$41,667,116","$154,656,687",Sony Pictures Releasing,"$10,354,073","3,869","$65,000,000",PG,"Adventure,Animation,Comedy,Family",182
A Dog's Way Home,"$42,004,346","$80,708,134",Sony Pictures Releasing,"$11,251,263","3,090","$18,000,000",PG,"Adventure,Drama,Family",396
Harriet,"$43,082,155","$43,282,155",Focus Features,"$11,676,720","2,059","$17,000,000",PG-13,"Action,Biography,Drama,History",102
Silence,"$7,100,177","$23,834,809",Paramount Pictures,"$130,880",4,N/A,R,"Drama,History",374
Beatriz at Dinner,"$7,115,854","$7,425,391",Roadside Attractions,"$141,959",5,N/A,R,"Comedy,Drama",206
I Am Not Your Negro,"$7,123,919","$8,345,298",Magnolia Pictures,"$686,378",43,N/A,PG-13,Documentary,332
